,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
33525,BUKIT JALIL,2199999.0,5.5,6.0,4.0,3-sty Terrace/Link House,1870.0,Partly Furnished
33526,PUCHONG,2600000.0,5.5,6.0,0.0,Semi-detached House,3325.0,Unfurnished
33527,JALAN KLANG LAMA (OLD KLANG ROAD),420000.0,3.0,2.0,0.0,Serviced Residence,980.0,Partly Furnished
33528,CHERAS,359999.0,4.0,1.0,0.0,Serviced Residence,610.0,Fully Furnished
33529,CHERAS,600000.0,4.0,2.0,0.0,Serviced Residence,985.0,Fully Furnished
33530,BANGSAR,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Fully Furnished
33531,JALAN KLANG LAMA (OLD KLANG ROAD),490000.0,4.0,1.0,0.0,Serviced Residence,780.0,Fully Furnished
33532,CHERAS,942500.0,3.0,2.0,0.0,Condominium,1450.0,Unfurnished
33533,CHERAS,840000.0,4.0,2.0,0.0,Condominium,1500.0,Unfurnished
33534,CHERAS,968000.0,5.0,2.0,0.0,Condominium,1700.0,Unfurnished
33535,CHERAS,1380000.0,5.0,4.0,0.0,2-sty Terrace/Link House,2100.0,Unfurnished
33536,AMPANG HILIR,4072500.0,5.5,2.0,0.0,Condominium,4477.5,Unfurnished
33537,KL SENTRAL,1399999.0,2.0,2.0,1.0,Serviced Residence,1033.0,Fully Furnished
33538,AMPANG HILIR,579000.0,4.0,1.0,1.0,Serviced Residence,502.0,Fully Furnished
33539,AMPANG,650000.0,4.0,4.0,5.0,2-sty Terrace/Link House,1220.0,Partly Furnished
33540,CHERAS,1299999.0,5.5,3.0,5.0,2-sty Terrace/Link House,2168.0,Fully Furnished
33541,KLCC,2368000.0,2.0,2.0,2.0,Serviced Residence,1184.0,Fully Furnished
33542,KUCHAI LAMA,370000.0,3.0,2.0,1.0,Condominium,1057.0,Partly Furnished
33543,CHERAS,599000.0,4.0,3.0,1.0,Condominium,1280.0,Partly Furnished
33544,KUCHAI LAMA,470000.0,3.0,2.0,1.0,Serviced Residence,935.0,Partly Furnished
33545,BANGSAR,3100000.0,5.0,5.0,0.0,Condominium,3600.0,Partly Furnished
33546,KLCC,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
33549,TAMAN MELAWATI,2200000.0,4.0,4.0,0.0,3-sty Terrace/Link House,3600.0,Partly Furnished
33550,KLCC,3750000.0,4.0,4.0,0.0,Condominium,3606.0,Partly Furnished
33551,BUKIT JALIL,1150000.0,4.0,3.0,2.0,Condominium,1440.0,Unfurnished
33552,TAMAN DUTA,4072500.0,5.5,8.0,2.0,Bungalow,4477.5,Partly Furnished
33553,OUG,830000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Unfurnished
33554,CHERAS,570000.0,4.0,2.0,0.0,Condominium,1394.0,Unfurnished
33555,PANDAN PERDANA,650000.0,4.0,3.0,4.0,2-sty Terrace/Link House,1170.0,Unfurnished
33556,CHERAS,2700000.0,5.5,6.0,4.0,Semi-detached House,4477.5,Unfurnished
33557,BANGSAR SOUTH,618300.0,3.0,2.0,1.0,Apartment,721.0,Partly Furnished
33558,JALAN KLANG LAMA (OLD KLANG ROAD),530000.0,4.0,1.0,0.0,Condominium,505.0,Unfurnished
33560,KUCHAI LAMA,443000.0,3.0,2.0,2.0,Condominium,1075.0,Partly Furnished
33561,TAMAN TUN DR ISMAIL,1550000.0,3.0,3.0,2.0,Serviced Residence,1444.0,Partly Furnished
33562,SETAPAK,265000.0,3.0,2.0,1.0,Condominium,950.0,Unfurnished
33563,SETAPAK,400000.0,4.0,2.0,2.0,Condominium,1187.0,Fully Furnished
33564,SETAPAK,390000.0,3.0,2.0,1.0,Condominium,1207.0,Unfurnished
33565,SETAPAK,280000.0,3.0,2.0,1.0,Apartment,1000.0,Partly Furnished
33566,SETAPAK,520000.0,3.0,2.0,1.0,Condominium,1108.0,Unfurnished
33567,SETAPAK,400000.0,3.0,2.0,2.0,Condominium,1207.0,Unfurnished
33568,SETAPAK,501000.0,3.0,2.0,2.0,Serviced Residence,1095.0,Partly Furnished
33569,SETAPAK,260000.0,3.0,2.0,1.0,Condominium,845.0,Partly Furnished
33570,SETAPAK,280000.0,3.0,2.0,1.0,Condominium,845.0,Partly Furnished
33572,MONT KIARA,640000.0,2.0,2.0,1.0,Condominium,931.0,Fully Furnished
33573,MONT KIARA,940000.0,4.0,3.0,2.0,Condominium,1699.0,Fully Furnished
33574,MONT KIARA,1300000.0,4.0,3.0,2.0,Condominium,1600.0,Fully Furnished
33575,TAMAN TUN DR ISMAIL,1200000.0,3.0,3.0,2.0,Condominium,1662.0,Fully Furnished
33576,MONT KIARA,770000.0,4.0,3.0,2.0,Condominium,1268.0,Fully Furnished
33577,MONT KIARA,700000.0,3.0,2.0,2.0,Condominium,1049.0,Fully Furnished
33578,MONT KIARA,1100000.0,4.0,3.0,3.0,Condominium,2147.0,Unfurnished
33579,MONT KIARA,690000.0,2.0,2.0,2.0,Condominium,1038.0,Fully Furnished
33580,JALAN IPOH,1200000.0,4.0,5.0,0.0,Semi-detached House,3060.0,Partly Furnished
33581,CHERAS,370000.0,3.0,2.0,1.0,Condominium,1066.0,Partly Furnished
33582,KLCC,2480000.0,4.0,4.0,0.0,Serviced Residence,2416.0,Partly Furnished
33583,KL CITY,480000.0,3.0,2.0,1.0,Condominium,1151.0,Fully Furnished
33585,SUNWAY SPK,1400000.0,4.0,4.0,0.0,Townhouse,2400.0,Unfurnished
33586,SENTUL,990000.0,4.0,4.0,2.0,Condominium,1567.0,Unfurnished
33588,TAMAN MELAWATI,465000.0,3.0,2.0,1.0,Serviced Residence,901.0,Partly Furnished
33589,SETAPAK,380000.0,4.0,2.0,2.0,Condominium,950.0,Unfurnished
33590,MONT KIARA,795000.0,3.0,2.0,1.0,Serviced Residence,1248.0,Fully Furnished
33591,MONT KIARA,850000.0,4.0,3.0,1.0,Serviced Residence,1428.0,Fully Furnished
33592,DAMANSARA HEIGHTS,4072500.0,5.5,9.0,0.0,Bungalow,4477.5,Fully Furnished
33593,BUKIT JALIL,570000.0,3.0,3.0,2.0,Condominium,1003.0,Partly Furnished
33594,KLCC,1650000.0,2.0,2.0,1.0,Serviced Residence,1248.0,Fully Furnished
33595,TAMAN TUN DR ISMAIL,4072500.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
33596,SENTUL,290000.0,3.0,2.0,0.0,Condominium,969.0,Unfurnished
33597,KUCHAI LAMA,580000.0,4.0,2.0,2.0,Condominium,1313.0,Partly Furnished
33598,DUTAMAS,1550000.0,5.0,2.0,3.0,Condominium,2440.0,Fully Furnished
33599,DUTAMAS,1200000.0,3.0,2.0,1.0,Serviced Residence,1238.0,Partly Furnished
33600,BUKIT TUNKU (KENNY HILLS),3750000.0,4.0,6.0,0.0,Semi-detached House,4477.5,Partly Furnished
33601,MONT KIARA,2400000.0,5.5,2.0,4.0,Condominium,3729.0,Fully Furnished
33602,MONT KIARA,2870000.0,5.0,2.0,0.0,Condominium,3500.0,Fully Furnished
33603,MONT KIARA,1536000.0,3.0,2.0,0.0,Condominium,1872.0,Fully Furnished
33604,JALAN KLANG LAMA (OLD KLANG ROAD),330000.0,3.0,2.0,1.0,Serviced Residence,950.0,Partly Furnished
33605,KEPONG,1150000.0,5.5,4.0,0.0,3-sty Terrace/Link House,1500.0,Unfurnished
33606,CHERAS,665000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
33607,KLCC,1785000.0,2.0,2.0,1.0,Serviced Residence,1050.0,Fully Furnished
33608,KLCC,4072500.0,4.0,4.0,2.0,Condominium,2282.0,Fully Furnished
33609,JALAN KLANG LAMA (OLD KLANG ROAD),494100.0,2.0,2.0,0.0,Condominium,708.0,Unfurnished
33610,CHERAS,3780000.0,5.5,7.0,6.0,Bungalow,4477.5,Unfurnished
33612,KEPONG,470000.0,3.0,2.0,2.0,Condominium,1073.0,Unfurnished
33613,BANGSAR,4072500.0,5.0,5.0,0.0,Bungalow,4477.5,Unfurnished
33614,SETAPAK,330000.0,3.0,2.0,1.0,Condominium,927.0,Partly Furnished
33615,SETAPAK,330000.0,3.0,2.0,1.0,Condominium,947.0,Partly Furnished
33616,AMPANG HILIR,416000.0,2.0,2.0,0.0,Serviced Residence,608.0,Unfurnished
33617,KLCC,4072500.0,4.0,4.0,0.0,Serviced Residence,2975.0,Fully Furnished
33618,KEPONG,488000.0,3.0,2.0,1.0,Condominium,1100.0,Unfurnished
33619,JALAN KLANG LAMA (OLD KLANG ROAD),670000.0,3.0,2.0,3.0,Serviced Residence,1075.0,Partly Furnished
33620,KL CITY,430000.0,3.0,2.0,1.0,Condominium,1065.0,Partly Furnished
33621,SUNGAI BESI,570000.0,3.0,2.0,3.0,Condominium,1180.0,Fully Furnished
33622,JALAN KUCHING,350000.0,3.0,2.0,0.0,Condominium,1044.0,Unfurnished
33623,AMPANG,810000.0,2.0,2.0,1.0,Serviced Residence,1066.0,Fully Furnished
33624,SETAPAK,620000.0,4.0,2.0,2.0,Condominium,1600.0,Partly Furnished
33625,SETAPAK,196830.0,3.0,2.0,0.0,Condominium,850.0,Unfurnished
33626,TAMAN TUN DR ISMAIL,4072500.0,5.0,6.0,3.0,Serviced Residence,3832.0,Partly Furnished
33627,BANGSAR SOUTH,550000.0,1.5,1.0,0.0,Serviced Residence,638.0,Fully Furnished
33628,PANTAI,732000.0,3.0,2.0,2.0,Condominium,1019.0,Fully Furnished
33629,PANTAI,1150000.0,3.0,3.0,2.0,Condominium,1390.0,Partly Furnished
33630,PANTAI,750000.0,3.0,2.0,2.0,Condominium,1019.0,Fully Furnished
33631,JALAN IPOH,1000000.0,5.0,4.0,0.0,Townhouse,1346.0,Unfurnished
33632,TAMAN DESA,500000.0,2.0,2.0,1.0,Serviced Residence,715.0,Partly Furnished
33633,CHERAS,380000.0,3.0,2.0,1.0,Condominium,1126.0,Partly Furnished
33634,SUNWAY SPK,3100000.0,5.5,5.0,0.0,Semi-detached House,4050.0,Partly Furnished
33635,KUCHAI LAMA,398000.0,3.0,2.0,1.0,Condominium,921.0,Partly Furnished
33636,KEPONG,1250000.0,5.0,5.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
33637,TAMAN DESA,490000.0,2.0,2.0,1.0,Serviced Residence,719.0,Partly Furnished
33638,JALAN KLANG LAMA (OLD KLANG ROAD),435000.0,1.5,2.0,1.0,Serviced Residence,775.0,Fully Furnished
33639,OUG,960000.0,5.5,3.0,4.0,2-sty Terrace/Link House,1650.0,Partly Furnished
33640,CHERAS,430000.0,3.0,2.0,2.0,Condominium,950.0,Partly Furnished
33641,CHERAS,628000.0,3.0,2.0,2.0,Serviced Residence,1304.0,Fully Furnished
33642,AMPANG HILIR,3300000.0,5.0,6.0,2.0,Condominium,3563.0,Unfurnished
33643,BANDAR MENJALARA,428000.0,4.0,2.0,1.0,Condominium,1036.0,Partly Furnished
33644,CHERAS,1800000.0,5.0,6.0,4.0,2.5-sty Terrace/Link House,2800.0,Fully Furnished
33645,CHERAS,1600000.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
33646,JALAN KLANG LAMA (OLD KLANG ROAD),700000.0,3.0,2.0,1.0,Serviced Residence,1010.0,Partly Furnished
33647,JALAN KLANG LAMA (OLD KLANG ROAD),690000.0,2.0,1.0,2.0,Serviced Residence,909.0,Partly Furnished
33648,MONT KIARA,1500000.0,5.0,5.0,2.0,Condominium,2390.0,Partly Furnished
33649,SRI HARTAMAS,2800000.0,5.0,6.0,3.0,Condominium,3466.0,Unfurnished
33650,JALAN KLANG LAMA (OLD KLANG ROAD),850000.0,3.0,2.0,2.0,Serviced Residence,1146.0,Partly Furnished
33651,JALAN KLANG LAMA (OLD KLANG ROAD),890000.0,3.0,2.0,2.0,Serviced Residence,1249.0,Partly Furnished
33652,DUTAMAS,3180000.0,5.5,5.0,0.0,Semi-detached House,3600.0,Unfurnished
33653,DUTAMAS,3050000.0,5.0,5.0,0.0,Semi-detached House,3800.0,Fully Furnished
33654,TAMAN TUN DR ISMAIL,500000.0,3.0,2.0,1.0,Condominium,1260.0,Unfurnished
33655,KEPONG,1080000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1400.0,Partly Furnished
33656,SEPUTEH,698000.0,4.0,3.0,2.0,Serviced Residence,1237.0,Partly Furnished
33657,DUTAMAS,4072500.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
33658,TAMAN DESA,280000.0,3.0,2.0,1.0,Condominium,714.0,Partly Furnished
33659,CHERAS,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1800.0,Partly Furnished
33660,JALAN KLANG LAMA (OLD KLANG ROAD),548000.0,2.0,2.0,1.0,Serviced Residence,779.0,Unfurnished
33661,TAMAN DESA,700000.0,3.0,3.0,0.0,Condominium,1599.0,Unfurnished
33662,CHERAS,490000.0,4.0,2.0,2.0,Condominium,1142.0,Unfurnished
33663,CITY CENTRE,2500000.0,4.0,4.0,3.0,Condominium,4477.5,Partly Furnished
33664,BUKIT BINTANG,900000.0,2.0,2.0,1.0,Serviced Residence,722.0,Fully Furnished
33665,JALAN KLANG LAMA (OLD KLANG ROAD),494100.0,2.0,2.0,0.0,Condominium,708.0,Unfurnished
33666,BUKIT JALIL,630000.0,2.0,1.0,1.0,Serviced Residence,721.0,Fully Furnished
33667,BUKIT JALIL,480000.0,2.0,2.0,0.0,Apartment,1008.0,Partly Furnished
33668,MONT KIARA,2650000.0,5.0,6.0,3.0,Condominium,2702.0,Partly Furnished
33669,CHERAS,910000.0,3.0,3.0,2.0,Condominium,1527.0,Unfurnished
33670,TAMAN TUN DR ISMAIL,830000.0,3.0,2.0,1.0,Serviced Residence,1010.0,Unfurnished
33671,KEPONG,958000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1400.0,Unfurnished
33673,KLCC,4072500.0,4.0,4.0,0.0,Serviced Residence,3063.0,Fully Furnished
33674,KEPONG,1100000.0,5.5,5.0,0.0,3-sty Terrace/Link House,3500.0,Partly Furnished
33675,JALAN KLANG LAMA (OLD KLANG ROAD),2400000.0,5.5,3.0,0.0,Bungalow,4477.5,Unfurnished
33676,DAMANSARA HEIGHTS,2802600.0,5.0,4.0,0.0,Bungalow,4456.0,Unfurnished
33677,DAMANSARA HEIGHTS,1150000.0,4.0,5.0,1.0,Serviced Residence,1480.0,Fully Furnished
33678,DAMANSARA HEIGHTS,1250000.0,3.0,5.0,1.0,Serviced Residence,1480.0,Unfurnished
33679,JALAN SULTAN ISMAIL,590000.0,1.5,1.0,0.0,Serviced Residence,560.0,Fully Furnished
33680,BUKIT BINTANG,2204000.0,2.0,2.0,1.0,Serviced Residence,948.0,Fully Furnished
33681,BUKIT JALIL,1350000.0,3.0,3.0,2.0,Condominium,2160.0,Partly Furnished
33682,BUKIT JALIL,850000.0,3.0,2.0,2.0,Serviced Residence,1025.0,Partly Furnished
33684,JALAN KLANG LAMA (OLD KLANG ROAD),610000.0,4.0,3.0,1.0,Condominium,1358.0,Partly Furnished
33685,SALAK SELATAN,570000.0,2.0,1.0,0.0,Serviced Residence,850.0,Fully Furnished
33686,MONT KIARA,2180000.0,5.5,6.0,0.0,3-sty Terrace/Link House,1078.0,Unfurnished
33687,TAMAN DESA,990000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1755.0,Unfurnished
33688,SEGAMBUT,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
33689,WANGSA MAJU,513000.0,4.0,2.0,2.0,Serviced Residence,850.0,Fully Furnished
33690,CITY CENTRE,800000.0,1.5,2.0,1.0,Serviced Residence,943.0,Fully Furnished
33691,KLCC,750000.0,2.0,1.0,1.0,Serviced Residence,883.0,Partly Furnished
33692,CHERAS,258000.0,3.0,2.0,0.0,Flat,883.0,Unfurnished
33693,KERAMAT,730000.0,4.0,2.0,1.0,2-sty Terrace/Link House,1760.0,Unfurnished
33694,KLCC,899000.0,3.0,2.0,0.0,Serviced Residence,731.0,Fully Furnished
33695,JALAN KLANG LAMA (OLD KLANG ROAD),850000.0,3.0,2.0,1.0,Serviced Residence,1213.0,Unfurnished
33696,TAMAN TUN DR ISMAIL,2060000.0,4.0,5.0,2.0,Serviced Residence,2287.0,Fully Furnished
33697,TAMAN DESA,799000.0,2.0,2.0,2.0,Condominium,1279.0,Unfurnished
33698,JALAN KLANG LAMA (OLD KLANG ROAD),730000.0,3.0,2.0,1.0,Serviced Residence,953.0,Unfurnished
33699,AMPANG,3990000.0,5.5,6.0,8.0,Bungalow,4477.5,Unfurnished
33700,JALAN KLANG LAMA (OLD KLANG ROAD),950000.0,3.0,2.0,1.0,Serviced Residence,1202.0,Fully Furnished
33701,JALAN KLANG LAMA (OLD KLANG ROAD),720000.0,4.0,2.0,2.0,Condominium,1092.0,Fully Furnished
33702,JALAN KLANG LAMA (OLD KLANG ROAD),810000.0,3.0,2.0,2.0,Condominium,1392.0,Fully Furnished
33703,BANGSAR,4072500.0,5.0,5.0,3.0,Condominium,4025.0,Partly Furnished
33704,BANGSAR,4072500.0,5.5,7.0,5.0,Condominium,4477.5,Partly Furnished
33705,SUNGAI BESI,470000.0,3.0,2.0,1.0,Condominium,1042.0,Partly Furnished
33706,BANGSAR,1400000.0,2.0,2.0,1.0,Serviced Residence,1076.0,Unfurnished
33707,SRI HARTAMAS,3290000.0,5.0,4.0,3.0,Condominium,3691.0,Unfurnished
33708,AMPANG HILIR,4072500.0,5.0,5.0,0.0,Condominium,4477.5,Unfurnished
33709,SRI HARTAMAS,3000000.0,5.5,5.0,0.0,Condominium,3466.0,Fully Furnished
33710,SRI HARTAMAS,4072500.0,5.5,6.0,5.0,Condominium,4477.5,Partly Furnished
33711,SRI HARTAMAS,3600000.0,5.0,5.0,0.0,Condominium,4240.0,Unfurnished
33712,BANGSAR,4072500.0,5.0,3.0,3.0,Condominium,4025.0,Partly Furnished
33713,MONT KIARA,3650000.0,5.5,6.0,0.0,3-sty Terrace/Link House,1920.0,Partly Furnished
33714,BANGSAR,4072500.0,5.0,5.0,4.0,Condominium,4477.5,Partly Furnished
33715,BANGSAR,3500000.0,5.0,5.0,0.0,Condominium,3600.0,Partly Furnished
33716,BANGSAR,4072500.0,3.0,4.0,0.0,Condominium,3300.0,Fully Furnished
33717,DAMANSARA HEIGHTS,970000.0,2.0,2.0,0.0,Condominium,1227.0,Partly Furnished
33718,MONT KIARA,4072500.0,5.5,6.0,0.0,Semi-detached House,4000.0,Partly Furnished
33719,MONT KIARA,4072500.0,5.5,6.0,4.0,Semi-detached House,4470.0,Partly Furnished
33720,DAMANSARA HEIGHTS,3850000.0,4.0,4.0,0.0,Serviced Residence,2707.0,Partly Furnished
33721,SRI HARTAMAS,3700000.0,5.0,6.0,0.0,Semi-detached House,4477.5,Partly Furnished
33722,SRI HARTAMAS,3200000.0,5.5,5.0,0.0,Semi-detached House,2800.0,Partly Furnished
33723,MONT KIARA,950000.0,3.0,2.0,0.0,Condominium,1400.0,Fully Furnished
33724,DAMANSARA HEIGHTS,4072500.0,5.0,7.0,0.0,Bungalow,4477.5,Unfurnished
33725,SUNGAI BESI,1550000.0,5.5,5.0,3.0,3-sty Terrace/Link House,4130.0,Unfurnished
33726,SUNGAI BESI,540000.0,4.0,3.0,0.0,1-sty Terrace/Link House,1690.0,Unfurnished
33727,KL CITY,4072500.0,5.5,5.0,0.0,Condominium,4477.5,Fully Furnished
33728,BANDAR DAMAI PERDANA,650000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1200.0,Partly Furnished
33729,SRI PETALING,1250000.0,4.0,4.0,2.0,2.5-sty Terrace/Link House,1650.0,Fully Furnished
33730,DESA PANDAN,1015000.0,2.0,2.0,2.0,Serviced Residence,1410.0,Partly Furnished
33731,BANDAR DAMAI PERDANA,680000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1200.0,Partly Furnished
33732,DESA PANDAN,1300000.0,4.0,2.0,2.0,Serviced Residence,1538.0,Unfurnished
33733,DESA PANDAN,750000.0,2.0,2.0,2.0,Serviced Residence,1087.0,Partly Furnished
33734,CHERAS,450000.0,2.0,2.0,1.0,Apartment,1310.0,Partly Furnished
33735,DESA PETALING,165000.0,2.0,1.0,1.0,Apartment,603.0,Unfurnished
33737,KUCHAI LAMA,1030000.0,3.0,2.0,2.0,Condominium,1551.0,Partly Furnished
33738,KUCHAI LAMA,953000.0,4.0,2.0,2.0,Condominium,1370.0,Partly Furnished
33739,KUCHAI LAMA,790000.0,3.0,2.0,2.0,Condominium,1150.0,Partly Furnished
33740,WANGSA MAJU,420000.0,2.0,2.0,1.0,Serviced Residence,725.0,Partly Furnished
33741,AMPANG,500000.0,1.5,1.0,1.0,Serviced Residence,705.0,Fully Furnished
33742,SUNGAI BESI,370000.0,2.0,2.0,1.0,Serviced Residence,650.0,Fully Furnished
33743,MONT KIARA,1560000.0,4.0,3.0,2.0,Condominium,1878.0,Unfurnished
33744,JALAN KLANG LAMA (OLD KLANG ROAD),567000.0,4.0,4.0,0.0,Condominium,1335.0,Unfurnished
33745,BUKIT JALIL,299000.0,2.0,1.0,1.0,Apartment,732.0,Fully Furnished
33746,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4025.0,Partly Furnished
33747,TAMAN MELAWATI,1400000.0,4.0,4.0,4.0,Townhouse,4000.0,Partly Furnished
33748,BANGSAR,4072500.0,5.0,6.0,3.0,Condominium,4477.5,Partly Furnished
33749,BANGSAR,4072500.0,4.0,5.0,3.0,Condominium,4025.0,Partly Furnished
33750,CHERAS,747000.0,3.0,2.0,0.0,Serviced Residence,1272.0,Unfurnished
33751,SUNGAI BESI,1350000.0,5.0,6.0,0.0,3-sty Terrace/Link House,2720.0,Unfurnished
33752,BUKIT JALIL,770000.0,2.0,2.0,1.0,Serviced Residence,920.0,Partly Furnished
33753,OTHER,3000000.0,5.5,8.0,4.0,Bungalow,4477.5,Partly Furnished
33754,SETAPAK,500000.0,1.5,1.0,1.0,Condominium,753.0,Fully Furnished
33755,JALAN KLANG LAMA (OLD KLANG ROAD),430000.0,3.0,2.0,0.0,Serviced Residence,950.0,Fully Furnished
33756,MONT KIARA,2180000.0,4.0,2.0,0.0,Condominium,2766.0,Unfurnished
33757,KEPONG,420000.0,4.0,2.0,2.0,Condominium,1100.0,Partly Furnished
33758,MONT KIARA,2050000.0,5.0,4.0,0.0,Condominium,2700.0,Partly Furnished
33759,MONT KIARA,685000.0,1.5,1.0,0.0,Serviced Residence,633.0,Fully Furnished
33760,MONT KIARA,1620000.0,4.0,3.0,2.0,Condominium,2038.0,Unfurnished
33761,KEPONG,588000.0,3.0,3.0,0.0,2-sty Terrace/Link House,880.0,Partly Furnished
33762,KEPONG,620000.0,3.0,3.0,0.0,2-sty Terrace/Link House,880.0,Partly Furnished
33763,KEPONG,898000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1500.0,Partly Furnished
33764,KEPONG,720000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1400.0,Unfurnished
33765,DESA PARKCITY,1180000.0,3.0,2.0,2.0,Condominium,1228.0,Partly Furnished
33766,DESA PARKCITY,1768000.0,4.0,4.0,2.0,Condominium,1777.0,Partly Furnished
33767,DESA PARKCITY,2400000.0,5.5,5.0,2.0,3-sty Terrace/Link House,1760.0,Partly Furnished
33768,DESA PARKCITY,1055000.0,3.0,2.0,2.0,Condominium,1228.0,Partly Furnished
33769,AMPANG,4072500.0,4.0,7.0,0.0,Bungalow,4477.5,Unfurnished
33770,DAMANSARA,4072500.0,5.5,8.0,0.0,Bungalow,4477.5,Partly Furnished
33771,CHERAS,1100000.0,4.0,4.0,0.0,2-sty Terrace/Link House,2290.0,Partly Furnished
33772,TAMAN MELAWATI,2300000.0,5.0,7.0,0.0,Semi-detached House,3200.0,Partly Furnished
33773,SETAPAK,690000.0,3.0,2.0,0.0,Serviced Residence,2081.0,Unfurnished
33774,KLCC,2488000.0,4.0,5.0,0.0,Condominium,3335.0,Fully Furnished
33775,MONT KIARA,3200000.0,5.5,6.0,0.0,Semi-detached House,3600.0,Partly Furnished
33776,WANGSA MAJU,183000.0,2.0,2.0,0.0,Flat,550.0,Unfurnished
33777,SUNGAI BESI,2450000.0,5.0,6.0,0.0,Semi-detached House,3400.0,Unfurnished
33778,MONT KIARA,2700000.0,5.5,5.0,0.0,Semi-detached House,3950.0,Unfurnished
33779,MONT KIARA,4000000.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
33780,WANGSA MAJU,1300000.0,4.0,2.0,0.0,Condominium,1967.0,Partly Furnished
33781,CITY CENTRE,2000000.0,3.0,4.0,0.0,Condominium,2321.0,Partly Furnished
33782,TAMAN MELAWATI,2000000.0,5.0,5.0,0.0,Semi-detached House,1872.0,Unfurnished
33783,BUKIT TUNKU (KENNY HILLS),4072500.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
33784,TAMAN MELAWATI,1880000.0,5.0,5.0,0.0,Semi-detached House,2112.0,Partly Furnished
33785,KL CITY,1453000.0,3.0,2.0,2.0,Serviced Residence,1453.0,Fully Furnished
33786,AMPANG HILIR,1250000.0,5.0,3.0,0.0,Condominium,1894.0,Partly Furnished
33787,AMPANG HILIR,650000.0,3.0,2.0,1.0,Condominium,890.0,Fully Furnished
33788,OUG,2200000.0,5.0,4.0,4.0,Semi-detached House,3627.0,Unfurnished
33789,SUNWAY SPK,1200000.0,4.0,4.0,0.0,Townhouse,2262.0,Partly Furnished
33790,MONT KIARA,1590000.0,4.0,4.0,2.0,Condominium,2201.0,Partly Furnished
33791,DESA PARKCITY,4072500.0,5.0,6.0,6.0,Semi-detached House,4477.5,Partly Furnished
33792,MONT KIARA,1590000.0,4.0,4.0,2.0,Condominium,2201.0,Partly Furnished
33793,TAMAN TUN DR ISMAIL,1190000.0,5.0,3.0,3.0,1-sty Terrace/Link House,2000.0,Unfurnished
33794,KEPONG,355000.0,4.0,2.0,1.0,Condominium,954.0,Partly Furnished
33795,BUKIT JALIL,980000.0,3.0,3.0,2.0,Condominium,1335.0,Fully Furnished
33796,BUKIT JALIL,950000.0,4.0,3.0,2.0,Condominium,1335.0,Fully Furnished
33797,BUKIT JALIL,400000.0,3.0,2.0,1.0,Apartment,1098.0,Partly Furnished
33798,KEPONG,630000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1760.0,Partly Furnished
33799,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
33800,DAMANSARA HEIGHTS,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
33801,SETAPAK,370000.0,3.0,2.0,2.0,Serviced Residence,1009.0,Partly Furnished
33802,KL CITY,1280000.0,2.0,2.0,1.0,Serviced Residence,868.0,Fully Furnished
33803,CHERAS,350000.0,4.0,1.0,0.0,Serviced Residence,610.0,Fully Furnished
33804,MONT KIARA,3500000.0,5.5,5.0,2.0,Bungalow,1200.0,Unfurnished
33805,BUKIT JALIL,530000.0,2.0,1.0,1.0,Serviced Residence,667.0,Partly Furnished
33806,JINJANG,480000.0,3.0,2.0,1.0,1-sty Terrace/Link House,2477.0,Unfurnished
33807,JALAN KLANG LAMA (OLD KLANG ROAD),370000.0,3.0,2.0,0.0,Serviced Residence,950.0,Partly Furnished
33808,CHERAS,755000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Unfurnished
33809,DESA PARKCITY,890000.0,2.0,1.0,2.0,Condominium,969.0,Fully Furnished
33810,MONT KIARA,1980000.0,5.0,4.0,2.0,Condominium,1830.0,Partly Furnished
33811,CHERAS,660000.0,3.0,2.0,2.0,Condominium,1472.0,Partly Furnished
33812,SEGAMBUT,880000.0,3.0,3.0,2.0,Condominium,1350.0,Partly Furnished
